palavras,repetições
caído,1
caí,1
caçador,1
caça e pesca,1
causa,1
cativeiro,1
barra,1
casas,1
baobá,1
banhou,1
chego,1
cimento,1
cobra,1
clã,1
clarão,1
claro,1
clareza,1
clarear,1
claras,1
civilização,1
circo,1
ciranda,1
cinzeiro,1
cinema,1
cima,1
cheiro,1
cidadão,1
bandido,1
bandinhas,1
bando,1
chuí,1
banhando,1
churrasco,1
choro,1
chorei,1
chorava,1
chitão,1
chiraq,1
eternidade,1
expurgo,1
orando,1
mariquinha,1
marido,1
apontou,1
marginal,1
marejar,1
marcas,1
maraponga,1
marajaitiba,1
marajaig,1
aportou,1
apossa,1
apreciava,1
beat,1
manter,1
manso,1
mania,1
mandou,1
mandacaru,1
manaupreto,1
malícia,1
apresente,1
magra,1
mafiosos,1
língua,1
lê,1
léu,1
lágrimas,1
lágrima,1
marinhas,1
marmotas,1
luziu,1
marque,1
menção,1
mentiras,1
mentira,1
aperreia,1
mensagens,1
mensagem,1
menor,1
apertar,1
apesar,1
apliquei,1
melodia,1
melhorar,1
melhor,1
meireles,1
meiga,1
meia noite,1
meia,1
aponte,1
maço,1
matou,1
mato,1
matias beck,1
matagal,1
mastro,1
marçabril,1
martins soares moreno,1
marte,1
lábio,1
luzindo,1
merecia,1
arranha céus,1
levanta,1
levame,1
arranhacéu,1
leste oeste,1
leste,1
lençóis,1
lente,1
lentamente,1
leito,1
lei,1
latitude,1
lata,1
lascar,1
largar,1
laranja,1
lamenta,1
laje,1
lagoa,1
lago,1
lados,1
arranja,1
labios,1
arranjou,1
kelafé,1
k7,1
justificasse,1
juro,1
levantou,1
levo,1
luz da vila,1
libertando,1
luxo da aldeia,1
luxo,1
luna,1
luiz assumpção,1
após,1
aquеle,1
loura,1
loucura,1
los,1
longos,1
arame,1
longa,1
araxá,1
llenas,1
livrarme,1
livra,1
litro,1
lista,1
liso,1
linho,1
linha,1
areias,1
limpeza,1
limoeiro,1
ligou,1
ligeiro,1
lidar,1
mercantil,1
meretriz,1
extermínio,1
nona,1
noel,1
niñas,1
ninhos,1
netos,1
antenas,1
negócio,1
negos,1
nego,1
nação miami,1
nação,1
nazarea,1
navio,1
navegação,1
navalha,1
naturais,1
nascerquanta gente,1
nascermuita,1
nasceram,1
naquela,1
namorados,1
namorado,1
nadir,1
música baiana,1
múltiplas,1
mônicas,1
mídia,1
métrico,1
anjo,1
norte,1
mães,1
notado,1
oportunamente,1
olvida,1
andar,1
olhava,1
andara,1
olham,1
olas,1
ojos,1
oitão preto,1
oitava,1
oferecido,1
oco,1
nuvens,1
nus,1
andava,1
nuas,1
noção,1
novo maracanaú,1
ando,1
novena,1
novela,1
novas,1
novamente,1
nova metrópole,1
nova iorque,1
nova assunção,1
notícia,1
antigos,1
mãe solteira,1
apenas,1
mondubins,1
molhando,1
molhada,1
moinhos de holanda,1
moeda,1
moderna,1
moda,1
moco,1
mistério,1
misturando,1
apartamento,1
misteriosamente,1
missões,1
missa,1
mirou,1
mirar,1
minutos,1
minuto,1
minh’alma,1
minha gente,1
mineral,1
mina,1
mijar,1
meu deus,1
meu bem,1
meta,1
apavora,1
mesinha,1
molhava,1
montar,1
mágoa,1
aparente,1
mutuca,1
mutirão,1
musitan,1
musa,1
muro,1
murmullos,1
muriçocas,1
anuncia,1
anzóis,1
muitos,1
muito ruim,1
anéis,1
ao vivo,1
mudanças,1
mudam,1
apagado,1
muchos,1
apaixonar,1
motel,1
mostrar,1
mostra,1
morro de santiago,1
apanhando,1
morrerá,1
morra,1
mormaço,1
apareceu,1
juntou,1
juntos,1
junto,1
ganhou,1
galáxia,1
galinha pedrês,1
asco,1
asfalto,1
futuristas,1
futuras,1
funcionários,1
fuja,1
fugindo,1
frágil,1
frotão,1
frevo,1
assassino,1
franco,1
foto,1
foste,1
associação,1
fortes,1
assola,1
fortaleza bela,1
assombrado,1
formosa,1
forma,1
forjou,1
forjam,1
fora da lei,1
fone,1
ganhei,1
asa,1
foliões,1
ganso,1
grande otelo,1
governo,1
governantes,1
goteira,1
gostoso,1
artigo 26,1
gole,1
gol,1
goiabeiras,1
goela,1
glória,1
girou,1
girassol,1
girar,1
gingado,1
getúlio vargas,1
as gata pira,1
gemer,1
gemas,1
gelada,1
gatti,1
gato,1
gatilho,1
gata,1
gargalhar,1
gargalhada,1
garanto,1
assustes,1
folião,1
juntaram,1
feitos,1
fecha,1
fazia,1
atmosfera,1
atordoado,1
favor,1
favelas,1
favelado,1
atormenta,1
fato,1
faróis,1
farrapo,1
farinha,1
fardado,1
fantasmas,1
fantasia,1
falha,1
falei,1
falava,1
atrasa,1
faixa de gaza,1
fado,1
fadiga,1
fadas,1
fada,1
atrasar,1
facebook,1
extinto,1
feita,1
felino,1
folia,1
fera,1
folga,1
fodido,1
focalizou,1
fluíam,1
astro rei,1
flamboyant,1
fiz,1
fiu,1
firmamento,1
astronauta,1
finquei,1
findar,1
findando,1
finas,1
finalizo,1
finalizando,1
final,1
filme,1
atalhou,1
figuras,1
ataúde,1
atenda,1
fevereiro,1
fervor,1
ferro,1
feriu,1
feridas,1
grau,1
gravador,1
gravadora,1
itaperis,1
irmãos,1
arrebento,1
iria,1
iremos,1
iraque,1
arredia,1
ira,1
inútil,1
inventando,1
invejo,1
invasores,1
invadindo,1
inundação,1
intão,1
intuía,1
intuição,1
intui,1
intenção,1
instinto,1
instantes,1
arribar,1
insistir,1
insisti,1
injetados,1
ingênuo,1
ingrato,1
inflado,1
italiano,1
jacaré,1
gravidez,1
arrastada,1
juntar,1
joão vinte e três,1
joão paulo,1
jorrou,1
jornal,1
jogar,1
jogada,1
jessé,1
jerônimo,1
jereissati,1
a doida é tu,1
jeguerê,1
jazz,1
jatobá,1
jardins,1
jardineiras,1
jardim américa,1
jaqueta,1
jantar,1
arrasa,1
arrasta,1
jangada são pedro,1
jangada de vela,1
janelas,1
janela,1
janeiro,1
jandê,1
infinita,1
infinidade,1
infarto,1
infantis,1
arriégua,1
hiperligado,1
hip hop,1
hilos,1
hey,1
hermoso,1
hein,1
headphone,1
havia,1
hace,1
gás lacrimogêneo,1
gás,1
gá gá,1
guiar,1
guia,1
guerreiro,1
guerra às drogas,1
guardo,1
guarde,1
guardar,1
guardadas,1
grávida,1
grossa,1
gritou,1
gritei,1
gritando,1
graça,1
arrisco,1
homem,1
honesto,1
imagem,1
inexplorado,1
industrial,1
indo,1
incomoda,1
inatingível,1
impotência,1
impossível,1
impossivel,1
importante,1
impacto,1
imensidão,1
imagino,1
iluminou,1
honra,1
ilumina,1
ildefonso albano,1
arriscado,1
iemanjá,1
idílios,1
idosos,1
idiotas,1
icaraí,1
humildade,1
humana,1
arriscar,1
honraram,1
único,1
